,precision,recall,f1-score,support
Benign,0.0,0.0,0.0,10.0
Attack,0.9581589958158996,0.9956521739130435,0.976545842217484,230.0
accuracy,0.9541666666666667,0.9541666666666667,0.9541666666666667,0.9541666666666667
macro avg,0.4790794979079498,0.49782608695652175,0.488272921108742,240.0
weighted avg,0.9182357043235705,0.9541666666666667,0.9358564321250888,240.0
