,precision,recall,f1-score,support
Benign,0.022872464443926325,0.026085569175951284,0.024373579139595265,37607.0
Attack,0.9766905196487986,0.9734176934176935,0.975051360175001,1576575.0
accuracy,0.9513468741443034,0.9513468741443034,0.9513468741443034,0.9513468741443034
macro avg,0.49978149204636246,0.4997516312968224,0.49971246965729815,1614182.0
weighted avg,0.9544685920086131,0.9513468741443034,0.9529025942295263,1614182.0
