,precision,recall,f1-score,support
Benign,0.023533941878638248,0.02762783524343872,0.025417094769802827,37607.0
Attack,0.9767087698156663,0.9726559155130584,0.9746781295922466,1576575.0
accuracy,0.9506387755531904,0.9506387755531904,0.9506387755531904,0.9506387755531904
macro avg,0.5001213558471523,0.5001418753782486,0.5000476121810248,1614182.0
weighted avg,0.9545018279997943,0.9506387755531904,0.9525623708137646,1614182.0
