,precision,recall,f1-score,support
Benign,0.022356576649200592,0.022123540830164597,0.022239448290609715,37607.0
Attack,0.9766799178422884,0.9769227597799026,0.976801323717902,1576575.0
accuracy,0.9546779731157948,0.9546779731157948,0.9546779731157948,0.9546779731157948
macro avg,0.49951824724574445,0.4995231503050336,0.49952038600425586,1614182.0
weighted avg,0.9544462181155856,0.9546779731157948,0.9545620666519737,1614182.0
