,precision,recall,f1-score,support
Benign,0.5635189403020858,1.0,0.7208341719137843,37607.0
Attack,1.0,0.981523837794912,0.9906757810061732,1576572.0
accuracy,0.9819542937926958,0.9819542937926958,0.9819542937926958,0.9819542937926958
macro avg,0.7817594701510429,0.990761918897456,0.8557549764599788,1614179.0
weighted avg,0.9898309027610572,0.9819542937926958,0.9843890349927895,1614179.0
