,precision,recall,f1-score,support
Benign,0.8797260073617239,0.9596351743026564,0.9179448047818899,37607.0
Attack,0.9990350607314215,0.9968704252010058,0.997951569151368,1576572.0
accuracy,0.9960029216090657,0.9960029216090657,0.9960029216090657,0.9960029216090657
macro avg,0.9393805340465726,0.9782527997518311,0.9579481869666289,1614179.0
weighted avg,0.9962554089269599,0.9960029216090657,0.9960875786102675,1614179.0
