,precision,recall,f1-score,support
Benign,0.8689635426608131,0.9684367272050416,0.9160074950640728,37607.0
Attack,0.9992450406100734,0.9965164993736423,0.9978789048047776,1576575.0
accuracy,0.9958623005336449,0.9958623005336449,0.9958623005336449,0.9958623005336449
macro avg,0.9341042916354432,0.9824766132893419,0.9569431999344251,1614182.0
weighted avg,0.9962097594005334,0.9958623005336449,0.9959714754652617,1614182.0
