,precision,recall,f1-score,support
Benign,0.8812605650808983,0.9703778551865344,0.9236746522900136,37607.0
Attack,0.9992916964442399,0.9968812140240711,0.9980849998428245,1576575.0
accuracy,0.9962637422545909,0.9962637422545909,0.9962637422545909,0.9962637422545909
macro avg,0.9402761307625691,0.9836295346053028,0.9608798260664191,1614182.0
weighted avg,0.9965418226647149,0.9962637422545909,0.9963513973491661,1614182.0
